0.00000000000000E+00,0.00000000000000E+00
-1.37787189953391E+04,2.05246790442222E+03
-1.72615510053968E+03,5.37379623620926E+02
-5.08550988201838E+02,2.41069658041067E+02
-2.11478537074702E+02,1.36327415851527E+02
-1.05949364654249E+02,8.80289675365222E+01
-5.97230778213336E+01,6.17487075034248E+01
-3.65230868522804E+01,4.56294451516704E+01
-2.36491425018358E+01,3.48878548044834E+01
-1.59164096648042E+01,2.73787240461352E+01
-1.09884086448096E+01,2.20007617924782E+01
-7.72487114175011E+00,1.80744920026378E+01
-5.51244959363962E+00,1.51231245422430E+01
-3.98115256787809E+00,1.28155371040026E+01
-2.89042439037262E+00,1.09479293084722E+01
-2.08571948659665E+00,9.41262773493944E+00
-1.47554046565140E+00,8.15258528863505E+00
-1.00942945093921E+00,7.12239234407384E+00
-6.56564712374600E-01,6.27206714392266E+00
-3.91379662160236E-01,5.55237202713564E+00
-1.89448826184463E-01,4.92718841954888E+00
-3.04483225814294E-02,4.37863888558847E+00
9.82780257526687E-02,3.90097852150750E+00
2.02029216993644E-01,3.48969669043981E+00
2.82728612969177E-01,3.13490470069688E+00
3.43132672079712E-01,2.82277460245106E+00
3.88195474404084E-01,2.54156611000693E+00
4.23379851390671E-01,2.28586786532157E+00
4.52194159740500E-01,2.05556983921954E+00
4.75367051217473E-01,1.85126179041240E+00
4.92182587605335E-01,1.67050333856918E+00
5.02529505120399E-01,1.50789373129259E+00
5.07836614476305E-01,1.35812491598079E+00
5.10319006995209E-01,1.21878769915317E+00
5.11505671950330E-01,1.09045740936608E+00
5.11483552167806E-01,9.74357613734965E-01
5.09441186252089E-01,8.69985753070916E-01
5.04861384767046E-01,7.74777070725766E-01
4.98226846405350E-01,6.85795781520195E-01
4.90686156914857E-01,6.01650967195627E-01
4.83123181977314E-01,5.22875459454730E-01
4.75547607591890E-01,4.50605487822738E-01
4.67322595582989E-01,3.84943885663688E-01
4.57930781508595E-01,3.24512279121450E-01
4.47527783146331E-01,2.67455107812675E-01
4.36806784718586E-01,2.12818008335885E-01
4.26372603374307E-01,1.60999890010744E-01
4.16248539578168E-01,1.12955016851264E-01
4.05955870249177E-01,6.89933232998003E-02
3.95040253249756E-01,2.83131828532211E-02
3.83521656547435E-01,-1.03743616178564E-02
3.71861270909261E-01,-4.78038534982784E-02
